category,model,base_model,type,application,speed,needle,image_file,description
Non-Apparel / Heavy Duty,LU-1500/PLC-1700,LU-1500,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LU-1500.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,LU-1510-7/PLC-1710-7,LU-1510,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LU-1510.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,LU-1560-7/PLC-1760-7,LU-1560,Interlock / Coverstitch Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LU-1560.png,"Type: Interlock / Coverstitch Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,LU-1500N,LU-1500N,Zigzag Stitching Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),LU-1500N.png,"Type: Zigzag Stitching Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Non-Apparel / Heavy Duty,MP-J25-AD,MP,Computer-controlled Cycle Pattern Sewing Machine,Light- to Medium-weight,"3,000 sti/min",DBx1 (#11),MP.png,"Type: Computer-controlled Cycle Pattern Sewing Machine • Application: Light- to Medium-weight • Max. sewing speed: 3,000 sti/min • Max. stitch length: 4mm • Presser foot: By knee: 13mm • Needle: DBx1 (#11)"
Fabric Parameter Knowledge,KNOWLEDGE-COTTON-(LIGHTWEIGHT-TO-MEDIUM-WEIGHT),Cotton (lightweight to medium-weight),Fabric Quality Standard,Cotton (lightweight to medium-weight),2.0–2.5 mm,Universal (70/10 (for lightweight cotton) or 80/12 (for medium-weight cotton)),fabric_knowledge.png,"Fabric Guide: Cotton (lightweight to medium-weight) • Recommended Needle: Universal (70/10 (for lightweight cotton) or 80/12 (for medium-weight cotton)) • Stitch Length: 2.0–2.5 mm • Tension: 4–5 (standard setting) • Guidelines: For lightweight cotton, use slightly shorter stitches. Test on a scrap piece first to ensure balanced tension. Use a slightly larger needle for heavier cotton to prevent skipped stitches."
Fabric Parameter Knowledge,KNOWLEDGE-COTTON-AND-LINEN-MIX,Cotton and Linen Mix,Fabric Quality Standard,Cotton and Linen Mix,2.5–3.0 mm,Universal (80/12),fabric_knowledge.png,"Fabric Guide: Cotton and Linen Mix • Recommended Needle: Universal (80/12) • Stitch Length: 2.5–3.0 mm • Tension: 4–5 • Guidelines: This mix generally behaves like medium-weight fabric, so an all-purpose needle works well. Use a medium stitch length to handle the natural fibres without puckering."
Fabric Parameter Knowledge,KNOWLEDGE-DRESS-WEIGHT-LINEN,Dress-Weight Linen,Fabric Quality Standard,Dress-Weight Linen,2.5 mm,Universal (80/12),fabric_knowledge.png,"Fabric Guide: Dress-Weight Linen • Recommended Needle: Universal (80/12) • Stitch Length: 2.5 mm • Tension: 4–5 • Guidelines: For finer linen, ensure the needle is sharp to avoid pulling the fabric’s fibres. Use a sharp needle and ensure tension is balanced to avoid pulling the fibres."
Fabric Parameter Knowledge,KNOWLEDGE-SUITING-LINEN,Suiting Linen,Fabric Quality Standard,Suiting Linen,3.0–3.5 mm,Universal or Microtex (90/14),fabric_knowledge.png,Fabric Guide: Suiting Linen • Recommended Needle: Universal or Microtex (90/14) • Stitch Length: 3.0–3.5 mm • Tension: 4–6 • Guidelines: Heavier suiting linen needs a sturdier needle for clean stitching. A longer stitch length works better for heavier fabrics to avoid unnecessary bulk in the seams.
Fabric Parameter Knowledge,KNOWLEDGE-BRODERIE-ANGLAISE,Broderie Anglaise,Fabric Quality Standard,Broderie Anglaise,2.5 mm,Universal or Embroidery (70/10 or 80/12),fabric_knowledge.png,Fabric Guide: Broderie Anglaise • Recommended Needle: Universal or Embroidery (70/10 or 80/12) • Stitch Length: 2.5 mm • Tension: 3–4 • Guidelines: Use a fine needle and avoid pulling on the fabric to protect the embroidery details. Choose a smaller needle for delicate embroidered fabrics to avoid damaging the eyelets.
Fabric Parameter Knowledge,KNOWLEDGE-CALICO,Calico,Fabric Quality Standard,Calico,2.5 mm,Universal (80/12 (for light-to-medium-weight calico) or 90/14 (for heavier calico)),fabric_knowledge.png,Fabric Guide: Calico • Recommended Needle: Universal (80/12 (for light-to-medium-weight calico) or 90/14 (for heavier calico)) • Stitch Length: 2.5 mm • Tension: 4–5 • Guidelines: Universal needles work well for this versatile fabric. Use a standard needle size to handle this slightly coarse fabric.
Fabric Parameter Knowledge,KNOWLEDGE-CHAMBRAY,Chambray,Fabric Quality Standard,Chambray,2.5–3.0 mm,Universal (80/12),fabric_knowledge.png,"Fabric Guide: Chambray • Recommended Needle: Universal (80/12) • Stitch Length: 2.5–3.0 mm • Tension: 4–5 • Guidelines: Chambray is lightweight and tightly woven, so a medium needle works well. Medium-length stitches work best for this lightweight, woven fabric."
Fabric Parameter Knowledge,KNOWLEDGE-CORDUROY,Corduroy,Fabric Quality Standard,Corduroy,3.0 mm,Universal or Denim (90/14),fabric_knowledge.png,"Fabric Guide: Corduroy • Recommended Needle: Universal or Denim (90/14) • Stitch Length: 3.0 mm • Tension: 4–5 • Guidelines: Use a walking foot to avoid shifting or crushing the pile. Use a sharp needle to sew through thick, ridged fabric without snagging the pile."
Fabric Parameter Knowledge,KNOWLEDGE-DENIM,Denim,Fabric Quality Standard,Denim,3.0–4.0 mm,Denim/Jeans (90/14 (for lightweight denim) or 100/16 (for heavier denim)),fabric_knowledge.png,"Fabric Guide: Denim • Recommended Needle: Denim/Jeans (90/14 (for lightweight denim) or 100/16 (for heavier denim)) • Stitch Length: 3.0–4.0 mm • Tension: 4–6 • Guidelines: Use a denim needle and heavy-duty thread for strong seams. A specialty denim needle is designed to penetrate dense, thick fabric."
Fabric Parameter Knowledge,KNOWLEDGE-GINGHAM,Gingham,Fabric Quality Standard,Gingham,2.5 mm,Universal (80/12),fabric_knowledge.png,Fabric Guide: Gingham • Recommended Needle: Universal (80/12) • Stitch Length: 2.5 mm • Tension: 4–5 • Guidelines: This lightweight woven fabric works well with a medium-sized universal needle. Test tension on a scrap to avoid puckering.
Fabric Parameter Knowledge,KNOWLEDGE-JERSEY,Jersey,Fabric Quality Standard,Jersey,2.5–3.0 mm,Ballpoint or Stretch (70/10 or 80/12),fabric_knowledge.png,Fabric Guide: Jersey • Recommended Needle: Ballpoint or Stretch (70/10 or 80/12) • Stitch Length: 2.5–3.0 mm • Tension: 3–4 • Guidelines: Use a stretch or ballpoint needle and a narrow zigzag stitch. Ballpoint or stretch needles prevent skipped stitches and fabric damage when sewing knits.
Fabric Parameter Knowledge,KNOWLEDGE-MADRAS,Madras,Fabric Quality Standard,Madras,2.5 mm,Universal (80/12),fabric_knowledge.png,"Fabric Guide: Madras • Recommended Needle: Universal (80/12) • Stitch Length: 2.5 mm • Tension: 4 • Guidelines: This lightweight, loosely woven fabric requires a sharp, standard needle."
Fabric Parameter Knowledge,KNOWLEDGE-MUSLIN,Muslin,Fabric Quality Standard,Muslin,2.0–2.5 mm,Universal (70/10 or 80/12),fabric_knowledge.png,"Fabric Guide: Muslin • Recommended Needle: Universal (70/10 or 80/12) • Stitch Length: 2.0–2.5 mm • Tension: 4 • Guidelines: Use short stitches to maintain fabric stability.A fine needle works well for lightweight, loosely woven muslin to avoid pulling threads."
Fabric Parameter Knowledge,KNOWLEDGE-VELVET,Velvet,Fabric Quality Standard,Velvet,3.0 mm,Microtex or Universal (80/12),fabric_knowledge.png,Fabric Guide: Velvet • Recommended Needle: Microtex or Universal (80/12) • Stitch Length: 3.0 mm • Tension: 4 • Guidelines: 
Fabric Parameter Knowledge,KNOWLEDGE-CASHMERE,Cashmere,Fabric Quality Standard,Cashmere,2.5–3.0 mm,Universal or Microtex (for finer weaves) (70/10 (lightweight cashmere) or 80/12 (medium-weight cashmere)),fabric_knowledge.png,Fabric Guide: Cashmere • Recommended Needle: Universal or Microtex (for finer weaves) (70/10 (lightweight cashmere) or 80/12 (medium-weight cashmere)) • Stitch Length: 2.5–3.0 mm • Tension: 3–4 • Guidelines: Use a finer needle to avoid damaging the soft fibres. Use sharp needles and sew slowly to avoid stretching.
Fabric Parameter Knowledge,KNOWLEDGE-CREPE,Crepe,Fabric Quality Standard,Crepe,2.5 mm,Microtex or Universal (60/8 or 70/10 (for lightweight crepe) or 80/12 (for medium crepe)),fabric_knowledge.png,"Fabric Guide: Crepe • Recommended Needle: Microtex or Universal (60/8 or 70/10 (for lightweight crepe) or 80/12 (for medium crepe)) • Stitch Length: 2.5 mm • Tension: 4 • Guidelines: Microtex needles ensure smooth stitches on this textured fabric. Crepe fabric can snag, so opt for sharp needles like Microtex for smooth stitching."
Fabric Parameter Knowledge,KNOWLEDGE-FLANNEL,Flannel,Fabric Quality Standard,Flannel,2.5–3.0 mm,Universal (80/12 (for lightweight flannel) or 90/14 (for heavier flannel)),fabric_knowledge.png,"Fabric Guide: Flannel • Recommended Needle: Universal (80/12 (for lightweight flannel) or 90/14 (for heavier flannel)) • Stitch Length: 2.5–3.0 mm • Tension: 4–5 • Guidelines: Use sharp needles for clean stitching on the brushed surface.A slightly larger needle prevents skipped stitches in thicker, brushed fibres."
Fabric Parameter Knowledge,KNOWLEDGE-GABARDINE,Gabardine,Fabric Quality Standard,Gabardine,3.0 mm,Microtex (for a clean finish on tightly woven fabric) (80/12 or 90/14 (depending on fabric weight)),fabric_knowledge.png,Fabric Guide: Gabardine • Recommended Needle: Microtex (for a clean finish on tightly woven fabric) (80/12 or 90/14 (depending on fabric weight)) • Stitch Length: 3.0 mm • Tension: 4–5 • Guidelines: Use sharp needles to avoid puckering and ensure neat topstitching. Sharp needles ensure smooth stitching on this tightly woven fabric.
Fabric Parameter Knowledge,KNOWLEDGE-MOHAIR,Mohair,Fabric Quality Standard,Mohair,3.0 mm,Universal or Ballpoint (80/12),fabric_knowledge.png,Fabric Guide: Mohair • Recommended Needle: Universal or Ballpoint (80/12) • Stitch Length: 3.0 mm • Tension: 3–4 • Guidelines: Reduce presser foot pressure and use a walking foot to avoid flattening the fibres. Mohair is often delicate; avoid sharp needles that might pull fibres.
Fabric Parameter Knowledge,KNOWLEDGE-TARTAN,Tartan,Fabric Quality Standard,Tartan,3.0 mm,Universal (80/12 or 90/14 (depending on tartan weight)),fabric_knowledge.png,Fabric Guide: Tartan • Recommended Needle: Universal (80/12 or 90/14 (depending on tartan weight)) • Stitch Length: 3.0 mm • Tension: 4–5 • Guidelines: Match plaid patterns before sewing for a professional finish. Heavier tartans may require a larger needle to handle the layers and seams.
Fabric Parameter Knowledge,KNOWLEDGE-TWEED,Tweed,Fabric Quality Standard,Tweed,3.0–3.5 mm,Universal or Denim/Jeans (90/14 or 100/16 (for thicker tweeds)),fabric_knowledge.png,Fabric Guide: Tweed • Recommended Needle: Universal or Denim/Jeans (90/14 or 100/16 (for thicker tweeds)) • Stitch Length: 3.0–3.5 mm • Tension: 4–6 • Guidelines: 
Fabric Parameter Knowledge,KNOWLEDGE-SILK,Silk,Fabric Quality Standard,Silk,2.0–2.5 mm,Microtex or Universal (60/8 or 70/10),fabric_knowledge.png,"Fabric Guide: Silk • Recommended Needle: Microtex or Universal (60/8 or 70/10) • Stitch Length: 2.0–2.5 mm • Tension: 3–4 • Guidelines: Use a fine thread and Microtex needle to avoid snags. Choose a fine, sharp needle to handle the lightweight, delicate weave of silk without causing pulls."
Fabric Parameter Knowledge,KNOWLEDGE-CHIFFON,Chiffon,Fabric Quality Standard,Chiffon,2.0-2.5mm,Microtex or Universal (60/8 or 70/10),fabric_knowledge.png,Fabric Guide: Chiffon • Recommended Needle: Microtex or Universal (60/8 or 70/10) • Stitch Length: 2.0-2.5mm • Tension: 3-4 • Guidelines: A shorter stitch length ensures clean and secure seams while avoiding loose or uneven stitches on the fine fabric. Use slightly lower tension to prevent puckering and pulling of the delicate fabric. Use a fine needle to avoid snagging the delicate fibres of this sheer fabric.
Fabric Parameter Knowledge,KNOWLEDGE-DUCHESS-SATIN,Duchess Satin,Fabric Quality Standard,Duchess Satin,2.5–3.0 mm,Microtex (70/10 or 80/12),fabric_knowledge.png,"Fabric Guide: Duchess Satin • Recommended Needle: Microtex (70/10 or 80/12) • Stitch Length: 2.5–3.0 mm • Tension: 3–4 • Guidelines: Use sharp needles and sew slowly to prevent puckering. A sharp needle ensures smooth stitching on this tightly woven, heavy satin."
Fabric Parameter Knowledge,KNOWLEDGE-ORGANZA,Organza,Fabric Quality Standard,Organza,2.0–2.5 mm,Microtex or Universal (60/8 or 70/10),fabric_knowledge.png,"Fabric Guide: Organza • Recommended Needle: Microtex or Universal (60/8 or 70/10) • Stitch Length: 2.0–2.5 mm • Tension: 3–4 • Guidelines: You can stabilise organza with tissue paper to avoid distortion. A fine, sharp needle is essential for preventing runs or tears in this sheer fabric."
Fabric Parameter Knowledge,KNOWLEDGE-SATIN,Satin,Fabric Quality Standard,Satin,2.0–2.5 mm,Microtex or Universal (70/10 or 80/12),fabric_knowledge.png,"Fabric Guide: Satin • Recommended Needle: Microtex or Universal (70/10 or 80/12) • Stitch Length: 2.0–2.5 mm • Tension: 3–4 • Guidelines: Reduce presser foot pressure to prevent fabric shifting. A sharp needle reduces puckering and ensures clean, smooth seams on this slippery fabric."
Fabric Parameter Knowledge,KNOWLEDGE-TAFFETA,Taffeta,Fabric Quality Standard,Taffeta,2.0–2.5 mm,Microtex (70/10 or 80/12),fabric_knowledge.png,Fabric Guide: Taffeta • Recommended Needle: Microtex (70/10 or 80/12) • Stitch Length: 2.0–2.5 mm • Tension: 3–4 • Guidelines: 
Fabric Parameter Knowledge,KNOWLEDGE-ACRYLIC,Acrylic,Fabric Quality Standard,Acrylic,2.5 mm,Universal (80/12),fabric_knowledge.png,"Fabric Guide: Acrylic • Recommended Needle: Universal (80/12) • Stitch Length: 2.5 mm • Tension: 4–5 • Guidelines: Use a medium-sized needle to handle synthetic fibres effectively. Acrylic is synthetic and slippery, so maintain a medium stitch length and ensure even feeding with a walking foot if necessary."
Fabric Parameter Knowledge,KNOWLEDGE-POLYESTER,Polyester,Fabric Quality Standard,Polyester,2.5 mm,Universal or Microtex (for fine polyester fabrics) (70/10 (for lightweight polyester) or 80/12 (for medium-weight polyester)),fabric_knowledge.png,Fabric Guide: Polyester • Recommended Needle: Universal or Microtex (for fine polyester fabrics) (70/10 (for lightweight polyester) or 80/12 (for medium-weight polyester)) • Stitch Length: 2.5 mm • Tension: 4–5 • Guidelines: A sharp needle prevents snagging on synthetic fibres. Adjust tension slightly if needed to prevent puckering on lightweight polyester fabrics.
Fabric Parameter Knowledge,KNOWLEDGE-RAYON,Rayon,Fabric Quality Standard,Rayon,2.0–2.5 mm,Microtex or Universal (70/10 (for lightweight rayon) or 80/12 (for medium-weight rayon)),fabric_knowledge.png,"Fabric Guide: Rayon • Recommended Needle: Microtex or Universal (70/10 (for lightweight rayon) or 80/12 (for medium-weight rayon)) • Stitch Length: 2.0–2.5 mm • Tension: 3–4 • Guidelines: A fine, sharp needle prevents damage to the delicate weave of rayon. Rayon is delicate, so use shorter stitches and a slightly lower tension to avoid distortion or puckering."
Fabric Parameter Knowledge,KNOWLEDGE-SYNTHETIC-FURS,Synthetic Furs,Fabric Quality Standard,Synthetic Furs,3.0–4.0 mm,Universal or Denim/Jeans (90/14 or 100/16),fabric_knowledge.png,Fabric Guide: Synthetic Furs • Recommended Needle: Universal or Denim/Jeans (90/14 or 100/16) • Stitch Length: 3.0–4.0 mm • Tension: 5–6 • Guidelines: 
